357	25
358	13
360	22
361	2
362	6
363	6
364	29
366	24
367	12
368	7
369	17
370	25
371	25
372	19
373	24
374	8
375	18
376	26
377	3
378	23
379	14
380	22
381	28
383	28
384	11
386	4
387	17
389	10
390	12
391	16
392	29
394	14
395	9
397	15
398	28
399	30
400	13
401	8
402	16
403	22
404	4
405	29
406	18
407	7
408	1
410	13
411	15
412	7
413	27
414	8
415	2
416	21
417	14
418	17
419	26
420	18
421	2
422	27
423	13
424	5
425	3
426	9
427	1
428	30
430	4
431	11
432	9
433	8
434	12
435	5
436	27
437	11
438	7
439	25
440	28
441	22
442	24
443	22
444	24
445	25
446	15
447	18
448	18
449	19
451	3
452	14
453	1
454	9
455	10
456	20
457	16
459	8
460	11
461	5
462	3
463	5
464	7
465	19
466	14
467	4
468	15
469	10
471	23
472	21
473	8
474	13
475	17
477	28
478	28
479	14
480	28
481	12
482	9
483	12
484	1
485	20
486	18
489	11
490	30
491	11
492	17
494	17
495	18
496	4
497	7
498	12
499	6
500	18
501	29
502	15
503	30
504	25
505	5
507	17
508	17
510	20
511	10
512	14
514	30
515	11
516	26
517	15
518	12
519	7
520	12
521	2
522	10
523	13
524	29
525	1
526	13
527	19
528	21
529	27
532	8
533	19
534	3
535	30
536	22
537	25
538	22
539	11
540	10
541	5
542	26
543	13
544	25
545	3
546	9
547	6
548	12
549	8
551	5
552	12
553	18
554	18
555	26
556	24
557	15
558	24
559	25
560	9
561	11
562	14
564	6
565	18
566	4
567	15
568	24
569	22
570	26
571	4
573	27
574	23
575	29
576	2
577	30
578	12
579	25
580	11
581	11
582	11
583	30
584	5
585	22
588	23
589	22
590	28
591	7
593	20
594	30
595	12
596	28
597	15
598	16
599	24
600	21
601	20
602	11
603	30
604	27
606	25
607	28
608	11
609	17
610	1
611	19
612	23
613	24
614	11
615	8
616	22
617	13
619	6
620	15
621	3
622	2
623	3
624	22
625	29
626	26
627	7
628	20
629	27
630	15
631	12
632	27
633	17
634	1
635	15
636	20
637	4
638	30
639	16
640	20
641	13
643	13
644	6
645	18
646	24
647	10
648	29
649	19
650	28
651	12
653	17
654	26
655	18
656	4
657	14
658	10
659	30
660	26
661	6
662	11
663	29
664	30
665	30
667	4
669	27
670	2
671	3
672	29
673	3
674	21
675	23
676	25
677	10
678	22
679	28
680	16
681	13
682	13
683	24
684	15
686	15
688	18
689	11
691	24
692	11
693	22
694	29
695	30
697	10
698	27
699	20
700	16
701	22
702	6
703	26
704	26
705	5
706	22
707	14
708	30
709	21
710	25
711	22
712	2
713	25
714	24
715	5
716	11
717	19
718	26
719	25
720	23
721	23
722	1
723	17
726	20
728	13
729	3
730	12
731	9
732	15
733	28
734	3
735	30
736	16
737	13
738	12
739	1
740	2
741	16
742	23
743	4
744	25
745	19
747	26
748	23
749	1
750	4
751	9
754	9
755	30
756	8
757	6
758	11
759	23
760	8
761	9
762	1
763	14
764	12
765	26
766	8
767	3
768	6
769	4
770	14
771	18
772	15
773	21
774	7
775	30
776	1
777	25
778	18
779	17
780	12
781	2
782	30
783	3
784	6
785	22
786	21
787	1
788	3
789	8
790	30
791	12
792	17
793	18
794	14
795	10
796	11
797	25
798	10
799	6
800	23
801	28
802	6
803	21
804	29
805	23
806	19
807	8
809	23
810	27
811	28
812	1
814	2
816	6
817	11
818	24
819	3
820	3
821	30
822	26
823	28
824	8
825	21
826	21
827	24
828	3
829	16
830	1
831	6
832	30
833	14
834	19
835	6
837	13
839	21
841	19
842	11
843	14
844	17
845	10
846	13
847	27
848	10
849	26
850	14
851	28
852	21
854	20
855	30
856	17
857	8
858	23
859	22
860	5
861	22
862	23
863	1
864	10
865	30
866	11
867	4
868	17
869	1
870	23
871	24
872	16
873	2
874	21
875	12
876	10
878	28
879	23
880	30
881	18
882	13
883	22
884	26
885	18
886	30
887	3
888	3
889	2
891	3
893	21
894	21
895	14
896	10
897	11
898	28
899	17
900	14
901	19
903	15
904	2
905	28
906	16
908	1
909	11
910	6
911	15
912	8
913	17
914	12
915	3
916	18
917	14
918	2
919	11
920	17
921	22
922	6
923	28
924	21
925	30
926	22
927	6
928	12
929	14
930	3
931	30
932	6
933	14
934	14
935	22
936	30
937	10
938	21
939	28
940	18
941	28
942	12
943	1
944	18
945	26
946	30
947	11
948	1
950	23
951	1
952	12
953	5
954	29
955	3
956	17
957	28
958	28
960	15
961	14
962	26
963	21
964	15
965	24
966	11
967	17
968	23
969	12
970	30
971	28
972	22
973	11
974	12
975	26
976	12
977	1
978	30
979	27
980	7
981	28
982	6
983	28
984	6
985	11
986	21
988	6
989	23
990	22
991	11
992	23
993	24
994	21
995	21
996	17
997	1
998	28
999	23
1000	30
